row_no,company_name,prefecture,municipality,official_site,source_url,public_email,form_status,contact_form_url,form_type,external_form,evidence,homepage_status,resolved_homepage,candidate_count,scanned_at
1615,（株）ワイズエステート,千葉県,佐倉市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=12&pg=20&s=,y.z-estate@tbz.t-com.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242175+00:00
1616,（株）三浩商事,千葉県,富里市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=12&pg=24&s=,info@sanko-syoji.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242184+00:00
1617,（株）光伸,千葉県,佐倉市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=12&pg=21&s=,kousin1666@catv296.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242192+00:00
1618,（株）千葉不動産,千葉県,千葉市中央区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=12&pg=18&s=,kyamamoto@chiba-kumiai.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242200+00:00
1619,（株）大木工務店,千葉県,市川市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=12&pg=21&s=,ooki@ivory.plala.or.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242209+00:00
1620,（株）愛郷ハウジング,千葉県,市川市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=12&pg=16&s=,i-aikyo@grace.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242217+00:00
1621,（株）拓建,千葉県,市原市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=12&pg=23&s=,takken@jasmine.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242224+00:00
1622,（株）物件情報センター,千葉県,千葉市中央区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=12&pg=17&s=,bukkenjyouhou@yahoo.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242233+00:00
1623,（株）稲毛土地,千葉県,千葉市中央区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=12&pg=14&s=,jinyuki9725@yahoo.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242241+00:00
1624,（株）第一ホーム,千葉県,印旛郡酒々井町,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=12&pg=17&s=,info@daiichihome.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242270+00:00
1625,（株）葵エステート,千葉県,成田市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=12&pg=14&s=,info@aoi-estate.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242279+00:00
1626,（株）野間工務店,千葉県,千葉市稲毛区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=12&pg=8&s=,nomakoumuten@silver.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242287+00:00
1627,（株）Ｅ－Ｓｔｙｌｅ Ｔｒａｄｉｎｇ Ｃｏｍｐａｎｙ,千葉県,浦安市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=12&pg=20&s=,e-style@rice.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242295+00:00
1628,（株）Ｎｅｘｅｌコーポレーション,千葉県,千葉市若葉区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=12&pg=12&s=,next.el.innovation@outlook.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242303+00:00
1629,（株）ｐｒａｉａ ａｓａｋｏ,千葉県,市川市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=12&pg=17&s=,praiaasako@m.jcnnet.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242311+00:00
1630,ＩＭＰＥＲＩＡＬ（株） 柏支店,千葉県,柏市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=12&pg=19&s=,ay-nakamura@jcom.home.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242319+00:00
1631,つるハウス(株式会社鶴創建),神奈川県,横浜市戸塚区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=8&s=,info@tsuruhouse.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242328+00:00
1632,まるだいのブログ,神奈川県,南足柄市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=22&s=,marudai@carrot.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242337+00:00
1633,アイルホーム（株）,神奈川県,横浜市都筑区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=7&s=,smile@ill-home.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242346+00:00
1634,アイ・ネット不動産（株）,神奈川県,横浜市神奈川区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=26&s=,ikeda.inet@gmail.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242354+00:00
1635,アメニティハウス（株）,神奈川県,大和市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=33&s=,ame.house@violet.plala.or.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242362+00:00
1636,アメニティハウス（株） 湘南台店,神奈川県,藤沢市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=25&s=,shonandai@amenity-house.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242370+00:00
1637,アーバンリプロ（株）のブログ,神奈川県,横浜市保土ケ谷区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=7&s=,e-mail@urbanrepro.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242381+00:00
1638,イチヒロハウジング（有）,神奈川県,厚木市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=30&s=,ichihiro@minos.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242389+00:00
1639,ウエスト商会（有）,神奈川県,横浜市鶴見区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=29&s=,west@bk9.so-net.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242398+00:00
1640,エステートブレイン（株）,神奈川県,横浜市金沢区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=13&s=,eb-kubota2@jcom.zaq.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242407+00:00
1641,エステートワークス,神奈川県,大和市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=3&s=,estate.works01@gmail.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242415+00:00
1642,エム創造企画（株）,神奈川県,藤沢市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=23&s=,makio.n@jcom.home.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242424+00:00
1643,オダギリ・ハウジング（株）,神奈川県,川崎市麻生区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=36&s=,mr@odagirihousing.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242432+00:00
1644,オーキッド（株）,神奈川県,鎌倉市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=20&s=,estate@orchid-inc.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242440+00:00
1645,クワハラホーム（株）,神奈川県,横浜市旭区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=25&s=,h.kuwahara-home@email.plala.or.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242448+00:00
1646,グランハウゼ（有）,神奈川県,小田原市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=34&s=,grand-hause@sky.plala.or.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242455+00:00
1647,グランメゾン（株）,神奈川県,横浜市港南区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=24&s=,fujii7676@yahoo.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242463+00:00
1648,グレープハウス（株）,神奈川県,横浜市青葉区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=22&s=,info@grape.house.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242471+00:00
1649,グローバルトレードストラテジー（株）のブログ,神奈川県,相模原市緑区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=10&s=,info@blue-light-home.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242479+00:00
1650,グローバルホーム（同）,神奈川県,大和市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=24&s=,infoglobal@jcom.home.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242487+00:00
1651,ケーエム不動産（株）,神奈川県,横浜市鶴見区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=7&s=,km@km-real-estate.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242495+00:00
1652,サンク・ホーム,神奈川県,小田原市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=19&s=,e5-home@sirius.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242503+00:00
1653,ジェイエステート（株）,神奈川県,横浜市栄区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=27&s=,info@j-estate.net,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242511+00:00
1654,スコア・コンサルタント（有）,神奈川県,相模原市南区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=22&s=,info@score-no2.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242519+00:00
1655,セントラルハウジング（株）,神奈川県,横浜市鶴見区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=35&s=,myhome@annie.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242527+00:00
1656,チェリッシュ（株）,神奈川県,川崎市川崎区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=29&s=,cherish@dune.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242553+00:00
1657,ティム・ホーム,神奈川県,大和市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=8&s=,timhome@office.nethome.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242584+00:00
1658,トウシンハウジング（株）,神奈川県,横浜市泉区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=16&s=,tousin.kaki@cocoa.plala.or.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242593+00:00
1659,ハウスグラフィティ（株）,神奈川県,横浜市金沢区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=12&s=,7786682e@gmail.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242602+00:00
1660,パートナー（株）,神奈川県,横浜市中区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=16&s=,changchunband@yahoo.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242610+00:00
1661,ヒラガハウジング（株）,神奈川県,横浜市栄区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=19&s=,info@hiraga-h.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242618+00:00
1662,ビタミンホーム（株）,神奈川県,横浜市西区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=28&s=,kitamura@vitaminhome.net,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242627+00:00
1663,プライムエステート（株）,神奈川県,横浜市西区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=20&s=,p.info@prime-est.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242635+00:00
1664,プラティナムハウス（株）,神奈川県,横浜市栄区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=32&s=,info@pt-house.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242644+00:00
1665,ホーム・プランナー岸商会（株）,神奈川県,横須賀市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=24&s=,home2002@maple.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242652+00:00
1666,ボウクス（株）,神奈川県,川崎市中原区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=14&s=,katou@bowcs.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242661+00:00
1667,ランドマスター（株）,神奈川県,横浜市中区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=36&s=,info@landmaster-net.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242669+00:00
1668,リアルスクエア（株）,神奈川県,横浜市港北区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=11&s=,rs1@mansionpro.net,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242678+00:00
1669,リビングアップル（株）,神奈川県,横浜市旭区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=18&s=,la8631@vega-hikari.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242689+00:00
1670,㈱ハウスレーベル,神奈川県,横浜市金沢区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=31&s=,info@house-label.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242698+00:00
1671,三枝ハウジング（株）,神奈川県,横浜市戸塚区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=28&s=,saegusa.h@carol.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242707+00:00
1672,住宅サービス（株）,神奈川県,横浜市港南区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=12&s=,info@jutakuservice.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242716+00:00
1673,信和住建（株）,神奈川県,川崎市多摩区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=16&s=,info@sinwaju-ken.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242724+00:00
1674,創建ホーム（株）,神奈川県,横浜市港北区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=28&s=,souken6903@yahoo.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242732+00:00
1675,夢・住まい計画（株）,神奈川県,平塚市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=25&s=,yume.sumai@snow.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242741+00:00
1676,大東不動産（株）,神奈川県,横浜市中区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=34&s=,okubo@daito-fudosan.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242749+00:00
1677,大輪貿易（株）,神奈川県,横浜市中区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=26&s=,dairinn-housing@wb4.so-net.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242758+00:00
1678,富士山田不動産（有）,神奈川県,横浜市中区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=17&s=,yamada@fujiyamada.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242766+00:00
1679,山利興業（株）,神奈川県,高座郡寒川町,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=27&s=,breezehome134@yahoo.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242775+00:00
1680,山富士産業（株）,神奈川県,厚木市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=10&s=,yamahujiky14098@nifty.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242783+00:00
1681,山田ホーム（有）,神奈川県,横浜市西区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=11&s=,yamakei@sweet.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242792+00:00
1682,川口不動産,神奈川県,横浜市瀬谷区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=36&s=,admiraljack2@yahoo.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242801+00:00
1683,工楽舎,神奈川県,横浜市港北区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=14&s=,info.kurakusya@gmail.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242809+00:00
1684,幸栄不動産,神奈川県,三浦市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=36&s=,kouei525rabua@ybb.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242817+00:00
1685,弘洋物産（株）,神奈川県,川崎市中原区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=16&s=,boss@zhu.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242825+00:00
1686,快晴不動産（有）,神奈川県,横浜市磯子区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=17&s=,kaiseifudousan@vesta.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242833+00:00
1687,持丸商事（株）,神奈川県,横浜市旭区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=19&s=,info@mochimarushoji.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242842+00:00
1688,日総都市開発（株）,神奈川県,横浜市神奈川区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=28&s=,nissou@nissougroup.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242850+00:00
1689,本町建設（株）,神奈川県,藤沢市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=6&s=,hon1708@aaa.email.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242858+00:00
1690,東旺ハウジング（株）,神奈川県,横須賀市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=32&s=,touoh.housing@ac.auone-net.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242902+00:00
1691,松林産業,神奈川県,川崎市多摩区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=34&s=,matsubayashi@smile.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242918+00:00
1692,栄和住宅,神奈川県,相模原市南区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=26&s=,eiwa@eiwaz.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242931+00:00
1693,湘南建設（株）,神奈川県,横浜市金沢区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=16&s=,k-hoshino@shounankensetsu.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242945+00:00
1694,熊澤海運（株）,神奈川県,横浜市鶴見区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=9&s=,hagiwara@kumaship.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242958+00:00
1695,臼井不動産（株）,神奈川県,横須賀市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=31&s=,info@usui-fudosan.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242970+00:00
1696,若草不動産（株）,神奈川県,相模原市南区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=26&s=,runex165@jcom.home.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242982+00:00
1697,遠藤ハウジング,神奈川県,横浜市港南区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=21&s=,happyend@marble.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.242994+00:00
1698,（同）湘南サムライ事務所,神奈川県,中郡二宮町,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=7&s=,samuraijimusho@sweet.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.243008+00:00
1699,（同）ＢｒａｖｅＨｏｍｅ,神奈川県,川崎市中原区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=7&s=,support@bravehome.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.243019+00:00
1700,（有）あきつ,神奈川県,横浜市保土ケ谷区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=13&s=,info@m-akitsu.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.243032+00:00
1701,（有）さくら地所,神奈川県,川崎市幸区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=11&s=,sakurajisyo@nifty.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.243049+00:00
1702,（有）まとばエステートプランニング,神奈川県,横浜市保土ケ谷区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=19&s=,matoba.k@mountain.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.243061+00:00
1703,（有）やまとや不動産,神奈川県,相模原市緑区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=22&s=,info@yamatoyafudosan.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.243075+00:00
1704,（有）アットライフ,神奈川県,横浜市南区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=22&s=,office@atlife.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.243084+00:00
1705,（有）アットワン,神奈川県,相模原市南区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=33&s=,info@atone.cc,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.243093+00:00
1706,（有）アドワーク,神奈川県,茅ヶ崎市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=3&s=,ad-ando1@pj8.so-net.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.243102+00:00
1707,（有）アリストホーム,神奈川県,横浜市神奈川区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=33&s=,aristo-home@u01.gate01.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.243110+00:00
1708,（有）アークプランニング,神奈川県,横浜市港北区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=4&s=,arkplanning@cotton.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.243119+00:00
1709,（有）アースワーク,神奈川県,横浜市港北区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=22&s=,earthwork.japan@gmail.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.243127+00:00
1710,（有）アーバンハウス,神奈川県,横浜市南区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=32&s=,suteki@urban-house.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.243136+00:00
1711,（有）イーホーム,神奈川県,川崎市宮前区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=29&s=,teda@f08.itscom.net,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.243146+00:00
1712,（有）エスクのブログ,神奈川県,横浜市西区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=28&s=,info@yesc.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.243155+00:00
1713,（有）エフケーシーコーポレーション,神奈川県,横浜市緑区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=25&s=,fkc230@citrus.ocn.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.243163+00:00
1714,（有）ガイアミューズ,神奈川県,川崎市宮前区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=12&s=,info@m-asahina.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.243172+00:00
1715,（有）キラックス,神奈川県,横浜市青葉区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=23&s=,yokohama@kilax.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.243181+00:00
1716,（有）クリオホーム,神奈川県,川崎市多摩区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=30&s=,cliohome@abeam.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.243189+00:00
1717,（有）ケイライン,神奈川県,横浜市中区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=34&s=,kline@hamakko.or.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.243197+00:00
1718,（有）ケンコ―社,神奈川県,横浜市鶴見区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=31&s=,kenko@kenkosha.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.243207+00:00
1719,（有）ケージェント管理サービス,神奈川県,海老名市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=14&pg=12&s=,kagent501@msn.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.243215+00:00
